wid:ID,:LABEL,word
349,Word,yüzde 58
350,Word,yüzde 46
351,Word,yüzde 36
352,Word,yüz 35
353,Word,bes
354,Word,yüz 30
355,Word,yüz 25.
356,Word,yüzde 68
357,Word,yüzde 37
358,Word,yüzde 18
359,Word,yüz 15
360,Word,yüzde 22
361,Word,yüzde 78
362,Word,yüzde 23
363,Word,yüz 33
364,Word,yüz 43
365,Word,yüzde 27
366,Word,yüzde 38
367,Word,yüz 43.
368,Word,yüzde 66
369,Word,yüzde 34
370,Word,yüzde 40
371,Word,yüz 75.
372,Word,yüz 51
373,Word,yüzde 35
375,Word,ordu
376,Word,6 lira
377,Word,9 lira
378,Word,"14,5 lira"
379,Word,15 lira
380,Word,ordu ticaret ve sanayi oda otso fındık komite
381,Word,evren enginyurt
382,Word,aa
383,Word,enginyurt
384,Word,20 lira
386,Word,teknoloji bakanlık
387,Word,i̇nternet
389,Word,ahmet usman
390,Word,i̇zmir
391,Word,buca ege giyim organize sanayi bölge begos
392,Word,timuçin öner
393,Word,önemek
394,Word,yüzde 90
395,Word,begos
396,Word,meslekî eğitim merkez
397,Word,i̇zmir osb
398,Word,manisa
399,Word,adnan yıldırım
401,Word,bmgk
402,Word,31 aralık 2014
403,Word,lüksemburg
404,Word,2015 2016
405,Word,venezuelâ bmgk
406,Word,çad
407,Word,ürdün
408,Word,nijerya
409,Word,2015 2016 dönem
410,Word,bm genel kurul
411,Word,filistin
412,Word,dina kawar
414,Word,ortak görev güç
415,Word,kobani
416,Word,taci
417,Word,işid
419,Word,pforzheim
420,Word,i̇brahim kural
421,Word,hatice kural
422,Word,tuğçe
423,Word,i̇brahim
424,Word,evliya erdoğan
425,Word,ertuğrul kural
426,Word,ertuğrul
427,Word,nezehat kural
429,Word,borneo ada
430,Word,surabaya ada
432,Word,hüseyin gök
433,Word,ankara
434,Word,yüzde 10
435,Word,yüzde 11.7
436,Word,yüzde 36.6
437,Word,5 kuruş
438,Word,yüzde 65.25
439,Word,0.1866 lira
440,Word,4 lira 12 kuruş
441,Word,8 lira
442,Word,5 lira 22 kuruş
443,Word,5.3566 lira
444,Word,7 lira
445,Word,0.1366 kuruş eklemek 4.69 lira
446,Word,4.74 lira
447,Word,3.94 lira
448,Word,5 lira
450,Word,macaristan
451,Word,budapeşte
452,Word,colleen bell
453,Word,amerika
454,Word,john mccain
455,Word,josh earnest
456,Word,earnest
457,Word,bell
458,Word,obama
459,Word,senato
460,Word,abd i̇zlanda
461,Word,yarım milyon dolar
462,Word,politika merkez
463,Word,sheila krumholz
464,Word,demokrat parti
465,Word,krumholz
467,Word,mario cuomo
468,Word,andrew cuomo
469,Word,mario cumo
470,Word,dünya ticaret merkez
471,Word,manhattan
472,Word,cuomo
473,Word,cnn
474,Word,chris cuomo
476,Word,hürmüzgan
477,Word,cask
478,Word,habibzade bijeni
480,Word,hossein amir abdollahian
481,Word,ortadoğu
482,Word,suudi arabistan
483,Word,abdollahian
484,Word,petrol ihraç etmek ülke örgüt opec
485,Word,abdollahian reuters
486,Word,sünnî suudi arabistan
487,Word,lübnan
488,Word,abd daeş
489,Word,daeş
491,Word,yüz 0.17
492,Word,yüzde 0.44
493,Word,i̇stanbul ticaret oda
494,Word,i̇to
495,Word,2014 aralık
496,Word,yüz 9.03
497,Word,top eşya
498,Word,yüzde 12.34
499,Word,yüzde 11.14
500,Word,yüzde 11.21
501,Word,yüz 2.63
502,Word,yüz 0.82
503,Word,yüz 0.42
504,Word,yüz 0.29
505,Word,yüz 3.18
506,Word,yüz 1.64
507,Word,yüz 1.33
508,Word,yüzde 3
509,Word,yüzde 0.4
510,Word,yüzde 4.97
511,Word,yüzde 2.56
512,Word,yüzde 0.96
513,Word,yüz 0.5
515,Word,avrupa merkez banka ecb
516,Word,mario draghi
517,Word,euro
518,Word,draghi
519,Word,ecb
520,Word,2015 baş
522,Word,haziran
523,Word,kasım
524,Word,mayıs 2013
525,Word,haziran 2005
527,Word,i̇stanbul ticaret oda i̇to
528,Word,"yüzde 36,36"
529,Word,"yüzde 26,86"
530,Word,"yüzde 26,02"
531,Word,"yüzde 26,66"
532,Word,"yüzde 22,98"
533,Word,"yüzde 12,85"
535,Word,thomas piketty
536,Word,piketty
537,Word,françois hollande
538,Word,sosyalist parti
539,Word,hollande
541,Word,apple
542,Word,gb
543,Word,tl
544,Word,2 bin 649 tl
545,Word,2 bin 949 tl
546,Word,gb iphone 5s
547,Word,1949 tl
548,Word,mac
549,Word,200 300 tl
550,Word,retina macbook pro
551,Word,3499 tl
552,Word,3799 tl
553,Word,300 tl
554,Word,macbook air
555,Word,579 tl
556,Word,129 tl
557,Word,549 tl
559,Word,yüzde 56
560,Word,yüzde 23.4
561,Word,1 lira
562,Word,türkiye fırın federasyon
563,Word,halil i̇brahim bal
564,Word,1 lira 40 kuruş
565,Word,bal
566,Word,90 kuruş iğdır 50 kuruş
567,Word,edirne
568,Word,75 kuruş
570,Word,gün işid
571,Word,duluiye
572,Word,dicle operasyon merkez
573,Word,abdulemir el zeyd
574,Word,ali fazıl
575,Word,salahattin
577,Word,1 ocak 30 haziran
578,Word,2 bin 45 lira 2 bin 114 lira
579,Word,7 bin 838 lira 8 bin 90 lira
580,Word,6 bin 877 lira 7 bin 101 lira
581,Word,2 bin 45 lira
582,Word,2 bin 114 lira
583,Word,2 bin 251 lira
584,Word,2 bin 929 lira
585,Word,3 bin 24 lira
586,Word,3 bin 306 lira
587,Word,3 bin 412 lira
588,Word,2 bin 480 lira
589,Word,2 bin 562 lira
590,Word,3 bin 462 lira 3 bin 573 lira
591,Word,1
592,Word,6 bin 105 lira
593,Word,3 bin 456 lira 3 bin 567 lira
594,Word,4 bin 187 lira 4 bin 320 lira
595,Word,2015 ocak
596,Word,çalışmak aylık
597,Word,unvan derece net görev aylık
598,Word,869 tl
599,Word,"169,24 lira"
600,Word,"39,65 lira"
601,Word,"19,83 lira"
602,Word,"43,80 lira"
604,Word,new york üniversitesi
605,Word,kriz kâhin nouriel roubini
606,Word,roubini
608,Word,evf
609,Word,14 17 ocak
610,Word,taner yıldız
611,Word,eylem plan
612,Word,yüzde 85
613,Word,kalkınmak plan
614,Word,10 milyar dolar
616,Word,azerbaycan
617,Word,bakü tiflis ceyhan
618,Word,btc
619,Word,ceyhan
620,Word,2006
621,Word,13 temmuz
622,Word,adana
623,Word,haydar aliyev deniz terminal
624,Word,botaş international ltd şti botaş bil
625,Word,gürcistan
626,Word,4 milyar dolar
628,Word,rakka
629,Word,sakiyye caddesi
630,Word,abd savunmak bakanlık pentagon
631,Word,john kirby
633,Word,1 milyar lira
634,Word,emekli gözetim merkez egm
635,Word,19 aralık 2014
636,Word,9 milyar 57 milyon 758 bin 700 lira
637,Word,34 milyar 203 milyon 477 bin 700 lira
638,Word,10 bin 284 lira
639,Word,türkiye istatistik kurum
640,Word,125 lira
641,Word,1 milyar 55 milyon lira
642,Word,eylem
643,Word,emeklilik gözetim merkez egm yönetim kurul
644,Word,mehmet bostan
645,Word,bostan
646,Word,türkiye sigortacı birlik tsb
647,Word,mehmet kalkavan
648,Word,kalkavan
650,Word,16 ekim 2014
651,Word,186 tl
652,Word,278 tl
653,Word,musul
655,Word,aydın şahinalp
656,Word,abd merkez haberalma teşkilât cia
657,Word,cia
658,Word,i̇ngiliz telegraph
659,Word,sony
660,Word,kuzey kore
661,Word,2015
662,Word,avrupa birlik
663,Word,afrika
665,Word,dış ekonomik ilişki kurul deik
666,Word,mente
667,Word,türkiye ihracat meclis
668,Word,tim
669,Word,1975
670,Word,adıyaman
671,Word,1999
672,Word,marmara üniversitesi uluslararası ilişki bölüm
673,Word,bayındır holding
674,Word,2000 2005 yıl ara
675,Word,türk sanayi ve işadamı dernek
676,Word,tüsiad
677,Word,sektörel dernek federasyon sedefed
678,Word,türkiye giyim sanayi dernek
679,Word,tgsd
680,Word,hey tekstil aş
681,Word,2012 2013 tarih ara
682,Word,je austin associates
683,Word,1 nisa 2013 31 aralık 2014
684,Word,bahçeşehir üniversitesi
685,Word,executive mba
687,Word,ukrayna
688,Word,ntv
689,Word,polonya
690,Word,2009
691,Word,vladimir putin
692,Word,ekim
695,Word,aralık
696,Word,reuters
698,Word,mahmud abbas
699,Word,wafa
700,Word,abbas
701,Word,doğu kudüs
702,Word,saib ureykat
704,Word,kürdistan demokrat parti kdp
705,Word,sait memuzini
706,Word,10 haziran
708,Word,abd hazine bakanlık
709,Word,hazine
710,Word,jacob lew
711,Word,keşif büro
712,Word,bureau rgb
713,Word,kore
714,Word,ticaret kurum
715,Word,komid
716,Word,kore tangun ticaret kurum
717,Word,tangun trading
718,Word,kil jong hu
719,Word,kwang yonmak
720,Word,jang song chol
721,Word,kim yong chol
722,Word,jang yong son
723,Word,kyu
724,Word,ryu jin
725,Word,kang ryong
726,Word,yu kwang ho
728,Word,atina
729,Word,benaki müze
730,Word,kinima allagis
731,Word,panhelenik sosyalis hareket
732,Word,pasok
733,Word,simeon kedikoğlu
734,Word,filippos sahinidis
735,Word,mihalis karhimakis
736,Word,eva kai
738,Word,gayrimenkul yatırım ortaklık dernek gyoder
739,Word,aziz torun
740,Word,torun
741,Word,2 milyon
742,Word,2013 2014
743,Word,2015 yıl 5 milyar dolar
744,Word,marmara ege
745,Word,akdeniz
746,Word,karadeniz
747,Word,güneydoğu
748,Word,bursa
749,Word,gaziantep
750,Word,denizli
751,Word,samsun
752,Word,100 bin dolmak 110 bin dolar
753,Word,10 bin dolar
754,Word,yüz 100
755,Word,yüz 70
756,Word,yüzde 30
757,Word,yüzde 100
758,Word,yüzde 2
759,Word,yüz 2
761,Word,2014 yıl ocak kasım
762,Word,yüz 36
763,Word,"47,5 milyar dolar"
764,Word,tasni haber ajans
765,Word,35 milyar dolar
766,Word,yüz 87
767,Word,22 milyar dolar
768,Word,"25,5 milyar dolar"
770,Word,i̇zmit fabrika
771,Word,609 milyon dolar
772,Word,hyundai
773,Word,yüz 105
774,Word,hyundai asmak
775,Word,önder göker
776,Word,göker
778,Word,rupert murdochs news corporation
779,Word,die welt
780,Word,harpercollins
781,Word,orta ve yakın doğu
782,Word,batı şeria
783,Word,gazze
784,Word,orta doğu
786,Word,aydın
787,Word,balıkesir
788,Word,yüzde 50
789,Word,"1,5 lira"
790,Word,"2,5 3 lira"
791,Word,"1,5 2 lira"
792,Word,2 lira
793,Word,3 lira
794,Word,uğur er akçay
795,Word,7 8 lira
796,Word,ege
798,Word,atlasjet havayolu
799,Word,irak sivil hava
800,Word,atlasjet
801,Word,erbil
803,Word,selçuk üniversitesi ziraat fakülte endüstriyel bitki an bilim dal
804,Word,türkiye aspir dernek
805,Word,fikret akınerdem
806,Word,akınerdem
807,Word,300 milyon lira
808,Word,10 lira
809,Word,aspirin orta anadol
811,Word,gearbulk
812,Word,şirket
813,Word,vietnam
814,Word,japonya sahil
817,Word,i̇smob
818,Word,yeşilköy
819,Word,650 milyon dolar
820,Word,cnr holding
821,Word,türkiye mobilya sanayi dernek mosder
822,Word,kosgeb ve ekonomi bakanlık
823,Word,i̇stanbul mobilya fuar
824,Word,27 ocak 1 şubat 2015
825,Word,ismob
826,Word,yüzde 20
827,Word,adnan bostan
828,Word,alfemo
829,Word,bello
830,Word,doğtaş
831,Word,ersa
832,Word,fatih kıral
833,Word,gal
834,Word,i̇daş
835,Word,i̇şbir
836,Word,i̇pek
837,Word,kelebek
838,Word,kilim
839,Word,ladin
840,Word,merinos
841,Word,teleset
842,Word,tepe home
843,Word,yağmur
844,Word,yataş
845,Word,cnr
846,Word,anka
848,Word,7 milyon tl
849,Word,2005
850,Word,millî olimpiyat komite
851,Word,dünya sağlık örgüt who
852,Word,2012
853,Word,2013 yıl 8 mart
854,Word,sosyal politika bakanlık
855,Word,millî eğitim bakanlık
856,Word,türkiye ziraat oda birlik
857,Word,kosgeb
858,Word,iş kur
859,Word,anne çocuk eğitim vakıf
860,Word,alman kooperatif konfederasyon
861,Word,birleşmek millet gıda ve tarım örgüt fao
863,Word,fikir ışık
864,Word,bursa yenişehir
865,Word,otomotiv test merkez
866,Word,ışık
867,Word,mhp
868,Word,kütahya
869,Word,alim işık
870,Word,test merkez
871,Word,türk standart enstitü tse
872,Word,otomotiv test
873,Word,tse
874,Word,tse yönetim kurul
876,Word,logan mcv
877,Word,dokker van
878,Word,36.000 tl
879,Word,18.000 tl
880,Word,1.000 tl
881,Word,duster
882,Word,2.000 tl
883,Word,lodgy
884,Word,dokker combi
885,Word,sandero stepway
886,Word,37.950 tl
887,Word,dokker combi 34.850 tl
888,Word,32.950 tl
890,Word,türkiye ihracat meclis tim
891,Word,yüz 14.1
892,Word,22 milyar 270 milyon 672 bin dolar
893,Word,7 milyar 437 milyon 110 bin dolar
894,Word,157 milyar 622 milyon 57 bin dolar
895,Word,yüzde 14.1
896,Word,21 milyar 303
897,Word,yüz 4.5
898,Word,tofaş
899,Word,oyak renault
900,Word,detroit
901,Word,otomotiv endüstri ihracat birlik oib yönetim kurul
902,Word,orhan sabun
903,Word,21 milyar 500
904,Word,22 23 milyar dolar
905,Word,23 milyar dolar
906,Word,sabun
908,Word,ziraat oda
909,Word,cahit i̇ncefikir
910,Word,toprak mahsul ofis
911,Word,tmo
913,Word,pakistan
914,Word,hayber
915,Word,taliban
916,Word,pakistan ordu
917,Word,tira vadi
919,Word,"yüzde 98,6"
920,Word,"yüzde 70,4"
921,Word,yüzde 116
922,Word,520 milyon 776 bin dolar
923,Word,yüzde 106
924,Word,yüzde 25
925,Word,390 milyon 243 bin dolar
926,Word,mücevher ihracat birlik
927,Word,ayhan güner
928,Word,"2,7 milyar dolar"
929,Word,3 milyar dolar
930,Word,3 milyar 108 milyon 750 bin dolar
931,Word,yüz 106
932,Word,yüz 38
934,Word,buckingham saray
935,Word,andrew
936,Word,virginia roberts
937,Word,daily mail
938,Word,york dük
939,Word,jeffrey epstein
940,Word,epstein
941,Word,1999 2002 yıl ara
942,Word,sunday mirror
943,Word,sunday express gazete
945,Word,hasan ruhani
946,Word,ruhani
947,Word,tahra
948,Word,ruhanî
949,Word,yüzde 4
951,Word,orakzay
952,Word,hüseynî
954,Word,merkez banka
955,Word,tobb
956,Word,teknoloji üniversitesi
957,Word,danışman durmak yılmak
958,Word,yılmak
959,Word,enflasyon 100
960,Word,1980
961,Word,2011
962,Word,merkez
963,Word,1970
964,Word,paul volcker
965,Word,yüzde 4.5
966,Word,yüzde 6.5
967,Word,yüzde 17
968,Word,yüz 13 14
969,Word,8 milyar tl
970,Word,yüz 120
971,Word,abd hazine
972,Word,ali
973,Word,402 milyar dolar
974,Word,100 milyar dolar
975,Word,imf
976,Word,by grant williams
978,Word,daim
979,Word,spiegel
980,Word,1 aralık 2014
981,Word,yönetim kurul
982,Word,christine hohmann
984,Word,spor turizm birlik dernek
985,Word,ferit turgut
986,Word,belek
987,Word,turgut
988,Word,werder bremen
989,Word,borussia mönchengladbach
990,Word,hertha berlin
991,Word,sc paderborn
992,Word,fc augsburg
994,Word,yunanistan
995,Word,demek spiegel
996,Word,angela merkel
997,Word,wolfgang schaeuble
998,Word,euro böglesi
999,Word,portekiz ve i̇rlanda
1000,Word,euro bölge
1001,Word,esm
1002,Word,alexis çipras
1003,Word,radikal sol ittifak
1004,Word,antonis samaras
1005,Word,yeni demokrasi parti
1006,Word,demokrasi euro bölge
1007,Word,schaeuble
1008,Word,uluslararası para fon imf
1009,Word,aleksis çipras
1010,Word,çipras
1012,Word,el
1013,Word,bağdat
1014,Word,seb
1015,Word,bur
1016,Word,suleyh
1018,Word,devrim güç ulusal koalisyon
1019,Word,smdk
1020,Word,hişam merve
1021,Word,yahya mektep
1022,Word,cevvad ebu hatab
1023,Word,türkiye temsilci
1024,Word,kahire
1025,Word,birleşmek millet
1026,Word,staffan
1028,Word,mustafa arslan
1029,Word,aslan
1030,Word,mustafa aslan
1031,Word,1 buçuk
1032,Word,100 bin tl
1033,Word,sabir
1034,Word,29 aralık pazartesi
1035,Word,eminabad
1036,Word,i̇slamşehir
1037,Word,tahra emniyet müdür
1038,Word,arya hacızade
1039,Word,tahra konsolos
1041,Word,muhammed mursi
1042,Word,mursi
1043,Word,ahmet şevk
1044,Word,şam kaside
1045,Word,kahire ceza mahkemesi
1046,Word,hamas
1047,Word,hizbullah
1049,Word,yalçın baysan
1050,Word,baysan
1051,Word,asliye ceza mahkemesi
1052,Word,2 aralık 2014
1054,Word,türkiye istatistik kurum tüik
1055,Word,tüik
1057,Word,new york polis teşkilât
1058,Word,nypd
1059,Word,wenjian liu
1060,Word,brookyln
1061,Word,bill
1062,Word,blasio
1063,Word,federal soruşturmak büro fbı
1064,Word,james comey
1065,Word,charles b rangel
1066,Word,cumhuriyet parti new york kongre
1067,Word,peter king
1068,Word,ramos
1069,Word,william bratton
1070,Word,lui
1071,Word,pei xia che
1072,Word,wei tang liu
1073,Word,wenjian lui
1074,Word,fbı
1075,Word,comey
1076,Word,ismail brinsley
1077,Word,brinsley
1078,Word,baltimore
1079,Word,eric garner
1080,Word,michael brown
1081,Word,patrick lynch
1082,Word,rafael ramos
1083,Word,27 aralık
1084,Word,joe biden
1086,Word,ebes
1087,Word,eurasia business and economics society avrasya işlemek ve ekonomi birlik
1088,Word,ocak 2015 tarih
1089,Word,lizbon
1090,Word,lizbon üniversitesi iscte iul enstitü
1091,Word,i̇stanbul ekonomik araştırmak dernek i̇ead
1092,Word,finlandiya
1093,Word,asya kalkınmak banka
1094,Word,mehmet hüseyin bilgin
1095,Word,bilgin
1096,Word,ebes türkiye
1097,Word,birleşik arap birlik
1098,Word,portekiz
1099,Word,moldova
1101,Word,türkiye ziraat oda birlik tzob
1102,Word,şems bayraktar
1103,Word,bayraktar
1104,Word,bağ kurmak
1106,Word,yüz 18
1107,Word,1 milyon 600 bin lira
1108,Word,1 milyon 320 bin lira
1109,Word,gürsoy at
1110,Word,levent
1111,Word,3 milyon lira
1112,Word,at
1113,Word,büyükşehir belediye
1114,Word,i̇spark
1116,Word,591 lira
1117,Word,mtv
1118,Word,30 ocak 2015
1119,Word,54 lira artmak 537 lira 591 lira
1120,Word,859 lira 945.8 lira
1121,Word,1601 1800 cm3 ara olmak 1.514 lira 1.667 lira
1122,Word,3578 lira 3.939 lira
1123,Word,210 lira 231 lira
1124,Word,698 lira 769 lira
1125,Word,1623 lira 1787 lira
1126,Word,189 lira
1127,Word,88 lira
1128,Word,392 lira
1129,Word,800 lira
1130,Word,1.003 lira
1132,Word,çin japonya
1133,Word,müslüman ortadoğu
1134,Word,noel
1135,Word,tcmb
1136,Word,cds
1137,Word,70 trilyon dolar
1138,Word,900 trilyon dolar
1139,Word,petrol emtia
1140,Word,rusya i̇ran
1141,Word,lale
1142,Word,kopenhag
1143,Word,ittihat terakki
1144,Word,batı
1145,Word,kuzey irak
1146,Word,ermenistan
1147,Word,bekir kavruk hak bilgi
1149,Word,ssk
1150,Word,"yüz 2,32"
1151,Word,"1,000 lira maaş 23 lira 34 kuruş"
1152,Word,"1,047 lira"
1153,Word,24 lira 44 kuruş
1154,Word,"2,000 lira"
1155,Word,46 lira 68 kuruş
1156,Word,yüz 2.788
1157,Word,"1,000 lira 27 lira 88 kuruş"
1158,Word,29 lira
1160,Word,"yüz 0,9"
1161,Word,almanya federal istatistik ofis
1162,Word,destatis
1163,Word,yüz 1
1164,Word,"yüzde 0,2"
1165,Word,"yüz 0,7"
1166,Word,"yüzde 1,5"
1167,Word,"yüzde 3,5"
1168,Word,"yüzde 0,7"
1169,Word,"yüz 4,9"
1170,Word,"yüzde 4,7"
1172,Word,tepe
1173,Word,aralık 2014
1174,Word,"yüz 46,1"
1175,Word,"yüzde 26,5"
1176,Word,"yüz 27,4"
1178,Word,sigmar gabriel
1179,Word,gabriel
1180,Word,hannoversche allgemeine zeitung
1181,Word,ancak merkel
1182,Word,georg streiter
1183,Word,syriza
1184,Word,wolfgang schaeuble euro bölge
1186,Word,france inter
1187,Word,beşşar esed
1188,Word,i̇sveç
